,TRUE VALUE,SiO2 (wt. %),TiO2 (wt. %),Al2O3 (wt. %),Cr2O3 (wt. %),FeO (wt. %),MnO (wt. %),MgO (wt. %),CaO (wt. %),Na2O  (wt. %),IV (Al),H2O (wt. %),km_clustering_label,ap_clustering_label
1290,1,52.988,1.454,0.805,0.022,7.358,0.102,13.915,22.487,0.85,0.0319334688893798,0.00171897038081805,1,0
1291,1,51.188,1.709,2.61,0.001,5.355,0.112,14.136,23.437,0.504,0.0901053694746947,0.0215213267837167,1,0
1292,1,48.277,2.036,5.95,0.502,6.745,0.112,13.439,22.005,0.411,0.194962123782543,0.05352093295263,0,1
1293,1,51.854,1.783,2.105,0.014,6.063,0.091,14.073,23.888,0.65,0.0859911859073794,0.0166477837637864,1,0
1294,1,49.09,2.444,3.994,0.051,7.023,0.071,13.061,23.94,0.504,0.165253285101387,0.0116244827105194,0,1
1295,1,50.851,1.352,3.78,0.857,6.625,0.108,14.063,22.108,0.411,0.118311764597568,0.0216700672354061,1,4
1296,1,50.457,1.423,4.104,0.145,7.526,0.192,13.962,21.677,0.488,0.124827692751824,0.00993220801674325,0,4
1297,-1,47.427,2.24,5.456,0.754,7.496,0.125,13.259,22.074,0.451,0.210266828633164,0.00774186608017977,0,1
1298,-1,49.593,1.658,5.513,0.289,7.234,0.095,13.605,21.816,0.432,0.16289586480751,1e-07,0,4
1299,1,49.504,1.87,3.799,0.114,6.679,0.079,13.397,23.751,0.395,0.145095786322312,0.0308149874287116,0,1
1300,-1,50.207,1.309,5.564,0.074,8.712,0.124,14.922,18.207,0.593,0.140969749234698,0.00270333803479079,1,2
1301,1,49.855,1.175,4.518,0.566,6.25,0.131,14.641,22.1,0.393,0.146189911267995,0.0474209147692928,0,4
1302,1,46.939,2.597,7.438,0.159,7.048,0.071,11.941,23.016,0.521,0.240831351122,0.0421215104984432,0,7
1303,1,48.228,1.969,5.17,0.488,7.208,0.112,13.824,21.75,0.394,0.186343723141551,0.0281231781852374,0,1
1304,1,51.712,0.857,2.264,0.151,7.799,0.193,15.877,20.438,0.276,0.0782760871449399,0.0299897076201731,1,3
1305,1,51.451,1.083,2.49,0.566,7.518,0.155,15.609,20.273,0.269,0.0857962556406107,0.0123977433004231,1,3
1306,1,47.779,2.672,5.433,0.055,7.291,0.083,12.483,22.499,0.475,0.192321420817142,0.027975614589283,0,1
1307,1,51.865,0.858,2.789,0.434,5.818,0.072,16.255,21.543,0.226,0.0899572607234871,0.00776011717478572,1,3
1308,1,50.899,1.282,2.598,0.12,6.74,0.121,15.176,21.928,0.306,0.0985676084287732,0.00460549860008841,1,6
1309,1,50.33,1.168,3.694,0.608,6.806,0.11,14.629,21.534,0.383,0.120872143925822,0.0283580851240355,1,4
1310,-1,52.286,0.706,3.745,0.171,7.156,0.14,16.823,18.233,0.555,0.0842524508670306,0.0055839441374367,1,2
1311,1,52.071,1.402,2.55,0.121,7.046,0.151,14.847,21.661,0.263,0.0781827559737007,0.024480488951575,1,6
1312,1,50.035,1.607,4.609,0.714,5.46,0.081,13.549,23.859,0.517,0.151314907813607,0.028740985177103,0,4
1313,1,49.031,1.858,5.402,0.795,5.992,0.047,14.652,21.692,0.3,0.181478108339422,0.00223413258110014,0,4
1314,1,49.941,2.236,4.653,0.077,7.682,0.08,13.14,22.453,0.468,0.152229785633488,0.0240102338701742,0,1
1315,1,51.278,0.934,3.235,0.359,6.096,0.12,15.584,21.733,0.348,0.10303261328599,0.0781661884149604,1,6
1316,-1,51.499,1.23,3.238,0.072,7.792,0.184,14.903,20.947,0.354,0.0965121438443675,0.00526990639825619,1,6
1317,1,50.563,1.158,3.725,0.683,5.961,0.038,15.19,22.147,0.377,0.127807481299,0.035025858015985,1,4
1318,1,52.12,0.965,2.818,0.257,7.015,0.163,15.61,20.564,0.245,0.0760465868089464,0.00269035639854325,1,3
1319,1,51.799,0.69,2.862,0.571,7.472,0.133,16.92,18.688,0.358,0.0853634835675712,0.00299566156647801,1,2
1320,-1,52.947,0.46,2.044,0.394,6.664,0.147,17.443,19.172,0.291,0.0536219713772919,0.00550070521861777,1,3
1321,1,46.123,3.504,7.836,0.144,6.535,0.067,11.738,22.932,0.509,0.266977821388563,0.0377725941195617,0,7
1322,1,51.846,0.888,2.618,0.238,7.321,0.122,15.988,20.128,0.274,0.0777268617824483,0.00824809590973202,1,3
1323,1,49.032,2.481,5.003,0.044,7.05,0.094,12.845,22.837,0.462,0.169840008348861,0.0297884344146685,0,1
1324,-1,49.594,0.887,4.803,0.829,5.228,0.107,15.628,22.782,0.21955,0.16574296305033,0.033149682651622,0,4
1325,1,51.935,0.701,3.126,0.15,7.096,0.173,15.136,21.003,0.157,0.0756080456448052,0.0164248236953456,1,6
1326,1,51.037,1.065,3.24,0.087,7.169,0.029,15.573,20.496,0.25,0.0973176787842915,0.00529448012378983,1,6
1327,1,48.323,2.316,4.122,0.037,6.916,0.11,12.966,23.722,0.406,0.17057834961497,0.0220764089041516,0,1
1328,1,53.26,0.18,4.63,0.37,3.17,0.08,16.23,21.05,1.07,0.0742399680310362,0.0373,1,5
1329,1,51.026,0.916,3.118,0.276,7.238,0.144,15.586,20.361,0.301,0.0958542918246703,0.00726075083275816,1,6
1330,-1,51.1025,1.1195,4.6445,0.4315,6.605,0.125,15.6075,20.273,0.522,0.127800842256372,1e-07,1,6
1331,1,46.9,2.78,7.083,0.018,7.028,0.126,12.071,22.784,0.542,0.23520581347382,0.0188044470256368,0,7
1332,1,51.901,1.555,1.791,0.019,5.778,0.096,14.498,23.824,0.498,0.0762426554740734,0.00990306995168502,1,0
1333,1,50.906,1.033,4.213,0.675,5.369,0.062,14.972,22.139,0.314,0.12037608712953,0.0629855158945427,1,4
1334,1,51.769,0.468,3.516,0.924,3.916,0.01,16.237,22.456,0.201,0.0987794009352441,0.063549211533771,1,5
1335,-1,50.586,1.142,3.911,0.082,7.484,0.066,14.405,21.521,0.48,0.117311873395806,0.00269642412677342,1,6
1336,-1,49.606,0.523,3.608,1.424,4.212,0.116,16.975,22.669,0.21955,0.155177800661551,0.0301969187371162,1,5
1337,-1,50.737,1.04,4.622,0.493,6.097,0.126,15.211,20.638,0.515,0.124674343688209,1e-07,1,4
1338,-1,51.569,1.154,2.939,0.108,7.037,0.115,15.006,21.512,0.389,0.0899117677622876,0.00307161886851591,1,6
1339,-1,50.893,0.406,3.417,0.808,4.188,0.085,16.313,22.992,0.21955,0.114619361111743,0.0230793951188159,1,5
1340,-1,51.505,1.047,3.165,0.226,6.529,0.127,15.333,21.497,0.373,0.0955913716749592,1e-07,1,6
1341,1,50.342,1.224,4.275,0.943,5.472,0.109,14.946,22.044,0.279,0.135902234191241,0.00391326585966925,1,4
1342,1,51.879,1.186,3.41,0.292,6.587,0.131,14.812,21.682,0.443,0.0942117069588855,0.0126271249350457,1,6
1343,-1,48.264,1.554,5.569,0.198,7.857,0.104,13.425,21.506,0.483,0.180898594644307,0.001,0,1
1344,1,48.114,2.557,5.475,0.274,6.59,0.102,12.699,23.871,0.615,0.204504238038601,0.025142576807506,0,1
1345,1,52.248,1.193,2.179,0.158,7.049,0.112,14.667,21.989,0.297,0.0652434264120318,0.0231213589256148,1,6
1346,1,51.524,0.991,3.027,0.463,6.349,0.121,15.342,22.15,0.289,0.100690313404661,0.0383453344220919,1,6
1347,-1,49.158,1.744,5.197,0.124,7.749,0.085,13.391,21.549,0.49,0.160863558558596,0.00269642412677342,0,1
1348,1,48.942,1.998,5.78,0.003,6.979,0.139,13.023,22.124,0.608,0.174157757484397,0.0479266572637518,0,1
1349,1,51.862,1.034,2.931,0.836,6.429,0.114,13.862,22.112,0.384,0.0755186757514013,0.0227460128024303,1,6
1350,1,52.05,1.149,2.498,0.194,6.762,0.118,15.153,21.256,0.308,0.0711799232323467,0.0241652912402845,1,3
1351,1,49.542,2.015,3.761,0.145,7.609,0.088,13.249,22.487,0.417,0.138389206700584,0.0324400564174894,0,1
1352,1,51.536,1.098,3.008,0.096,7.397,0.188,14.836,21.333,0.379,0.0896176357068657,0.00965617265880725,1,6
1353,1,45.694,3.551,7.903,0.11,6.837,0.07,11.567,22.781,0.54,0.273314052071928,0.0368913007099998,0,7
1354,1,49.119,2.401,4.479,0.006,7.214,0.121,12.537,22.674,0.535,0.151399977312608,0.0246106905385568,0,1
1355,1,48.974,0.984,3.126,0.476,6.486,0.106,15.04,21.798,0.37,0.130345624876259,0.0255105782792666,1,4
1356,1,48.898,1.809,5.816,0.347,7.655,0.132,13.642,21.117,0.521,0.179991778227482,0.0106512329166869,0,4
1357,-1,47.421,1.899,5.791,0.359,6.731,0.129,13.567,21.89,0.475,0.202098084262267,0.00618141748942172,0,7
1358,-1,50.005,1.589,4.938,0.133,7.711,0.066,13.806,21.879,0.475,0.151073102947665,0.00478463708364978,0,4
1359,1,52.276,1.734,1.818,0.496,4.482,0.075,15.693,23.262,0.374,0.0816851880568521,0.00266351873428589,1,5
1360,1,48.727,1.602,5.744,0.311,7.578,0.095,13.808,21.154,0.545,0.17952217531982,0.00584916618269311,0,4
1361,-1,52.094,0.893,2.737,0.175,6.741,0.084,15.477,20.853,0.292,0.0706502808414475,0.00536808201587268,1,3
1362,1,52.034,0.831,2.404,0.534,5.953,0.106,16.617,21.254,0.367,0.0865968267099289,0.00344146685472496,1,3
1363,1,50.975,0.647,2.704,0.815,6.851,0.159,17.168,19.303,0.349,0.102023470945121,0.00828631875881523,1,2
1364,1,48.721,2.609,5.394,0.036,7.204,0.052,12.767,22.885,0.467,0.184919575970498,0.0340164274454493,0,1
1365,1,48.249,2.503,5.415,0.054,7.102,0.083,12.593,22.966,0.568,0.18886150614459,0.0244772183724781,0,1
1366,1,52.766,1.092,0.89,0.003,6.237,0.114,14.209,23.075,0.761,0.0302602951509721,0.00588152327221439,1,0
1367,1,51.3233333333333,0.956333333333333,3.14033333333333,0.442,6.10166666666667,0.119333333333333,15.7296666666667,21.7106666666667,0.290333333333333,0.103581978657715,0.0385554017158163,1,6
1368,1,49.35,1.58,5.125,0.331,7.037,0.17,13.737,21.985,0.39,0.160493843671304,0.0429587192648278,0,4
1369,1,47.828,2.379,6.103,0.358,6.421,0.087,12.93,22.715,0.46,0.206359098663135,0.028169686448953,0,7
1370,1,50.282,1.479,3.736,0.398,6.899,0.007,15.021,22.019,0.367,0.137452662310676,0.00287615603790195,1,4
1371,-1,49.941,1.347,4.084,0.328,6.523,0.133,13.958,22.18,0.44,0.128974084676375,0.00579021601959765,0,4
1372,1,48.27,2.607,5.208,0.037,7.213,0.091,12.851,22.81,0.39,0.187802499554126,0.024563588738483,0,1
1373,1,51.716,0.902,2.958,0.569,5.585,0.104,15.599,22.344,0.3,0.0956271358237619,0.0649044749326837,1,6
1374,-1,51.911,1.158,3.072,0.105,7.473,0.102,14.764,21.594,0.367,0.0887697411036008,0.00177124676091449,1,6
1375,1,49.289,1.634,5.102,0.484,6.244,0.059,14.76,21.508,0.358,0.166480263337454,0.00234526191491455,0,4
1376,1,50.808,1.7,2.905,0.023,5.632,0.098,13.95,23.427,0.629,0.102198682211249,0.0372355430183357,1,0
1377,1,51.122,1.398,2.356,0.01,5.669,0.096,14.158,23.494,0.603,0.0856595274045273,0.0263888256972565,1,0
1378,1,48.82,1.889,5.873,0.464,6.545,0.087,13.195,22.115,0.395,0.177294973391069,0.0647167990498107,0,1
1379,-1,51.852,0.995,2.838,0.096,6.684,0.122,14.466,21.446,0.378,0.0671974554558423,0.00244475787494123,1,6
1380,1,51.978,1.07,2.229,0.079,7.443,0.133,14.487,21.89,0.339,0.0669228060666478,0.0216758558789588,1,6
1381,1,50.8,1.175,3.303,0.036,8.361,0.102,14.27,20.561,0.408,0.0952785461730898,0.0108223934034935,1,6
1382,1,47.369,2.734,5.857,0.051,7.418,0.094,12.526,22.962,0.391,0.214770762374936,0.0340568991021363,0,7
1383,1,49.582,1.71,5.214,0.425,6.954,0.126,13.414,21.193,0.455,0.147375078345719,0.028541724223169,0,4
1384,-1,51.414,1.088,2.992,0.076,6.695,0.135,14.85,21.273,0.392,0.0825305205981526,0.00597361652700572,1,6
1385,-1,51.0,1.326,3.781,0.118,7.477,0.147,14.407,21.239,0.418,0.109337268198534,0.00275240664411793,1,6
1386,-1,49.974,1.818,3.701,0.085,7.403,0.17,14.137,21.695,0.401,0.130256778122812,0.00276594165243857,0,4
1387,1,50.545,1.448,3.899,0.306,6.304,0.057,15.115,21.76,0.22,0.126824951537441,0.00228152327221439,1,4
1388,1,51.859,0.967,2.55,0.453,6.022,0.084,16.7,20.814,0.345,0.0893628814667358,0.00381236995349747,1,3
1389,1,49.872,1.448,3.328,0.325,6.676,0.087,14.857,22.076,0.359,0.130098192437443,0.0377364757268302,1,4
1390,1,51.058,1.352,2.046,0.012,5.764,0.128,13.995,23.888,0.56,0.0820441936314567,0.0541052972323059,1,0
1391,1,51.742,0.835,2.936,0.478,5.907,0.072,15.342,21.965,0.322,0.0864773058849604,0.0312059238363893,1,6
1392,1,48.942,2.09,5.152,0.414,6.582,0.09,14.137,21.765,0.293,0.174743972632988,0.00374946029187415,0,4
1393,1,52.507,1.271,1.187,0.054,5.319,0.094,14.383,23.56,0.557,0.0412452621499524,0.0195894060492086,1,0
1394,1,49.777,1.611,3.717,0.115,7.445,0.031,13.509,22.003,0.378,0.121853438048038,0.0174230482037667,0,4
1395,1,50.755,1.791,2.69,0.195,7.389,0.154,13.652,21.951,0.656,0.0972735009874746,0.0228974410638727,1,6
1396,-1,50.986,1.017,4.664,0.137,7.991,0.119,15.827,18.468,0.618,0.119818154269649,0.00340450367200039,1,2
1397,1,50.685,1.397,2.838,0.001,8.124,0.122,13.85,22.185,0.463,0.102657960445062,0.0138913063049545,1,6
1398,1,49.737,1.529,4.93,0.555,7.293,0.107,13.513,21.664,0.426,0.147633274462013,0.0184708883957849,0,4
1399,-1,51.095,1.156,2.987,0.069,7.298,0.117,14.564,21.491,0.422,0.0922184723278614,0.003495431409824,1,6
1400,-1,52.801,0.68,3.632,0.54,6.245,0.17,16.376,19.88,0.425,0.082193960520123,0.00336867009418081,1,3
1401,1,51.829,1.171,2.932,0.148,6.064,0.118,15.896,21.181,0.209,0.0867916165264015,0.00578279266572638,1,3
1402,1,50.486,1.742,2.658,0.027,5.745,0.071,14.078,23.954,0.569,0.111457347838972,0.0192645085830266,1,0
1403,1,50.69,1.656,3.114,0.172,7.0,0.103,13.571,22.363,0.295,0.0991716594350938,0.041137752703338,1,4
1404,-1,50.595,0.48,3.437,1.036,4.652,0.066,16.969,22.279,0.21955,0.130524351678896,0.0181481424076629,1,5
1405,1,49.198,1.656,4.561,0.435,6.436,0.055,14.869,20.955,0.328,0.153087472412309,0.0075223319228961,0,4
1406,1,51.5905,1.1715,3.232,0.1025,7.7765,0.1425,14.8975,21.216,0.3895,0.0981052932604016,0.00822295927362482,1,6
1407,1,52.443,0.59,3.015,0.671,6.283,0.126,16.182,20.426,0.381,0.0771975878265037,0.00379569469814331,1,3
1408,-1,51.541,0.978,3.067,0.099,7.135,0.099,15.008,20.707,0.404,0.0812666043362176,0.00423131170662906,1,6
1409,-1,51.072,0.477,3.353,1.305,4.161,0.103,16.789,22.219,0.21955,0.117192989910541,0.0168839657366954,1,5
1410,1,51.671,1.024,2.227,0.307,7.023,0.125,16.494,20.945,0.229,0.0915749619066324,0.0085049365303244,1,3
1411,1,51.873,0.758,3.904,0.466,3.957,0.055,15.713,23.198,0.231,0.105003945485722,0.0471752788819079,1,5
1412,1,51.463,1.198,2.739,0.428,7.009,0.08,14.459,22.154,0.389,0.09060580277234,0.0200824563306933,1,6
1413,-1,47.495,2.526,6.178,0.178,6.985,0.087,13.546,22.483,0.441,0.225455353177661,0.0514301347210739,0,7
1414,1,48.818,1.536,5.034,0.367,6.971,0.092,13.807,21.916,0.386,0.165013684681963,0.0155481471983588,0,4
1415,1,51.919,0.822,2.772,0.342,5.804,0.082,16.276,21.432,0.286,0.0865831060396105,0.00701037678823292,1,3
1416,1,51.859,1.054,2.878,0.113,7.567,0.141,15.045,20.678,0.448,0.0792594173696923,0.0193636298438957,1,6
1417,-1,49.806,1.312,5.471,0.482,6.355,0.175,14.857,19.611,0.534,0.143600871255149,1e-07,0,4
1418,1,50.483,1.39,4.487,0.445,5.653,0.033,14.876,21.924,0.271,0.132550493879549,0.00654997268806509,1,4
1419,1,52.383,0.855,2.431,0.349,5.727,0.054,16.68,21.228,0.269,0.0773043747089968,0.00520770137372723,1,3
1420,1,50.743,1.708,3.963,0.23,6.794,0.083,14.787,21.869,0.286,0.130268198876054,0.00370455657580381,1,4
1421,1,51.114,0.924,3.503,0.613,6.388,0.099,15.006,21.413,0.392,0.102954826218206,0.0254412381351733,1,6
1422,1,48.299,2.291,4.449,0.072,7.05,0.091,12.965,23.697,0.436,0.17920760276371,0.0173282288938142,0,1
1423,-1,51.822,0.845,2.618,0.198,7.711,0.199,16.021,19.597,0.235,0.0763936937284522,0.00735880296805053,1,2
1424,1,51.64,1.148,2.749,0.321,6.631,0.083,15.637,21.684,0.339,0.0960209080345362,0.0041400481207998,1,6
1425,-1,49.081,1.372,4.564,0.088,7.151,0.148,14.619,22.062,0.21955,0.15868564736587,0.0351470109580124,0,4
1426,1,52.47,1.07,2.24,0.15,7.954,0.181,15.078,20.219,0.324,0.0562790101257931,0.0257219211639819,1,3
1427,1,51.762,1.46,1.539,0.126,5.875,0.118,14.218,23.355,0.664,0.0645967803441256,0.0195698166431594,1,0
1428,1,48.554,1.977,4.491,0.066,6.34,0.059,13.176,23.217,0.655,0.163477836090178,0.0254662278639712,0,1
1429,1,51.41,1.699,2.466,0.043,5.751,0.075,14.204,24.062,0.587,0.0981290340359906,0.0169252468265162,1,0
1430,1,52.582,0.888,2.451,0.304,6.954,0.112,15.687,20.801,0.293,0.065366131298247,0.0362154946604876,1,3
1431,1,48.171,1.582,5.006,1.439,6.785,0.129,14.268,21.152,0.277,0.185192276912256,0.0101588597728454,0,4
1432,1,50.313,1.616,3.96,0.367,6.992,0.125,13.987,22.657,0.349,0.135566301191499,0.0338504936530324,0,4
1433,-1,50.457,1.251,4.116,0.236,6.656,0.082,14.345,22.131,0.459,0.126174810586936,0.00235976999023543,1,4
1434,-1,49.59,1.754,4.703,0.606,6.891,0.148,13.937,21.567,0.35,0.151795857054311,0.00785408385690473,0,4
1435,1,53.186,1.347,0.958,0.334,4.151,0.054,15.936,23.449,0.29,0.0442512110281661,0.00343457494550583,1,5
1436,1,53.128,0.361,2.498,0.535,4.032,0.026,16.27,22.814,0.179,0.0582882856460576,0.028318053596615,1,5
1437,-1,50.955,1.118,4.303,0.367,7.676,0.108,15.451,19.104,0.318,0.112629831462338,0.00222700616138371,1,2
1438,1,47.756,2.662,4.381,0.028,7.389,0.088,12.654,23.805,0.497,0.191757912974126,0.0564174894217207,0,1
1439,1,51.509,1.745,2.108,0.031,5.485,0.082,14.277,23.583,0.663,0.0840757711431324,0.027080394922426,1,0
1440,1,49.72,1.488,3.416,0.018,8.384,0.152,14.251,21.369,0.409,0.128627128333607,0.0243463736916339,0,6
1441,1,46.62,3.161,6.601,0.018,6.757,0.056,12.092,23.57,0.58,0.243269176275469,0.0256653333025041,0,7
1442,1,51.58,0.851,4.027,0.571,7.909,0.142,15.996,18.365,0.396,0.0998948796407497,0.00747237893747062,1,2
1443,1,50.811,1.073,3.191,0.132,7.611,0.123,14.736,21.462,0.448,0.105634768041542,0.00756507244518528,1,6
1444,1,49.79098,2.14221,4.22988,0.06262,7.02,0.12524,13.33301,22.57047,0.44036,0.143063463114301,0.0199893001313166,0,1
1445,1,49.378,1.981,4.186,0.022,7.263,0.09,13.029,22.918,0.409,0.144963660883196,0.037713865211259,0,1
1446,-1,49.884,1.419,4.541,0.357,6.536,0.086,14.256,22.039,0.408,0.142880305107282,0.00584323997582108,0,4
1447,-1,46.53,2.8,7.09,0.048,6.859,0.145,12.717,22.766,0.396,0.249169970080671,0.0376088387400094,0,7
1448,-1,51.177,1.448,3.143,0.586,7.934,0.204,14.122,20.924,0.302,0.0970394495430644,1e-07,1,6
1449,1,48.818,1.678,5.55,0.632,6.596,0.102,13.38,21.974,0.36,0.171145595115978,0.0525811001410437,0,1
1450,-1,48.916,1.792,5.719,0.088,7.75,0.105,13.092,21.276,0.547,0.168290977884112,0.00650971031789085,0,1
1451,-1,49.443,1.538,4.964,1.034,5.886,0.107,14.047,22.17,0.432,0.161143431762551,1e-07,0,4
1452,1,51.772,1.044,2.351,0.546,7.072,0.164,16.222,20.122,0.232,0.0822282893323605,0.0332622381230865,1,3
1453,1,49.078,1.725,4.894,0.325,7.27,0.082,14.273,21.334,0.375,0.164543590168735,0.00413788769568071,0,4
1454,1,52.506,1.521,1.921,0.026,5.739,0.053,14.192,23.692,0.613,0.0639913844934672,0.0177837738394554,1,0
1455,1,48.738,1.574,5.348,0.699,6.293,0.127,13.698,22.133,0.354,0.172554608653149,0.0354952930757372,0,4
1456,-1,51.64,1.031,2.764,0.553,5.952,0.101,15.227,22.161,0.256,0.0889162357515985,1e-07,1,6
1457,-1,50.615,1.5,3.291,0.669,8.371,0.154,14.502,20.719,0.299,0.118167382706257,0.0103840729087556,1,6
1458,1,49.138,1.635,4.875,0.679,6.3,0.094,14.899,21.573,0.262,0.169711245696564,0.00903385049365303,0,4
1459,1,51.37,1.557,2.255,0.022,5.817,0.095,14.401,24.115,0.519,0.0957381930480701,0.0208407890027998,1,0
1460,1,48.825,2.408,4.664,0.168,6.502,0.049,12.792,23.997,0.397,0.173559458217153,0.029901269393512,0,1
1461,1,50.274,1.623,3.266,0.203,7.159,0.087,14.179,22.388,0.344,0.120902568913217,0.0352609308885755,1,4
1462,1,51.468,0.804,2.829,0.857,5.998,0.104,16.576,20.79,0.345,0.100710583281444,0.0130032910202163,1,3
1463,1,48.874,1.767,4.981,0.023,7.269,0.09,13.219,22.275,0.485,0.160868580726473,0.0264456981664316,0,1
1464,1,47.727,2.599,5.904,0.184,6.739,0.033,12.367,23.276,0.585,0.206043136564588,0.020972588458944,0,7
1465,1,52.099,1.12,2.747,0.469,6.331,0.085,15.072,22.263,0.295,0.0858143137104634,0.0358161302731119,1,6
1466,1,54.103,0.458,2.105,0.576,4.525,0.038,17.283,21.412,0.194,0.0451603748094476,0.0425516091806642,1,5
1467,1,52.445,0.94,2.408,0.511,6.605,0.062,15.765,21.01,0.263,0.0698871955970854,0.0323577809120827,1,3
1468,1,52.425,0.865,2.383,0.426,5.532,0.013,16.583,21.455,0.225,0.0753347180900636,0.00958235386303087,1,3
1469,1,47.261,2.618,6.155,0.392,7.084,0.037,13.828,21.737,0.473,0.229044624646493,0.00513185451126213,0,7
1470,1,49.883,1.398,5.17,0.826,6.056,0.051,14.048,22.416,0.385,0.157320019994034,0.0856014507354423,0,4
1471,1,51.062,1.193,3.814,0.197,7.384,0.155,14.837,21.533,0.441,0.118330810314166,0.00736586741889986,1,6
1472,1,50.646,1.144,3.983,0.234,7.236,0.152,14.838,20.568,0.489,0.114701480351695,0.0152415373765867,1,6
1473,1,51.755,1.645,2.52,0.046,5.701,0.109,13.906,24.065,0.496,0.0872524956003144,0.0203918636464051,1,0
1474,1,51.544,1.044,3.113,0.383,6.204,0.087,14.85,21.587,0.329,0.0848942835510473,0.00925369473232354,1,6
1475,-1,50.933,1.284,3.783,0.183,8.087,0.129,14.309,20.803,0.417,0.108884295304356,0.00531626342627753,1,6
1476,1,50.665,1.401,3.321,0.281,7.131,0.136,15.471,20.824,0.329,0.116677558274993,0.00360905998506596,1,6
1477,1,51.358,1.149,3.5215,0.2085,6.886,0.147,14.7605,20.779,0.42,0.0917658840496895,0.01010765378,1,6
1478,1,51.673,0.711,2.937,0.539,6.001,0.137,15.566,21.285,0.303,0.0824359369747678,0.0456981664315938,1,6
1479,-1,51.548,0.961,2.789,0.26,6.098,0.133,15.409,21.736,0.375,0.0867237972910806,0.00741889985895628,1,6
1480,1,48.206,2.362,4.463,0.084,6.881,0.099,12.914,24.18,0.515,0.186558021448705,0.0281544971248779,0,1
1481,1,53.76,0.41,1.33,0.36,4.88,0.079,16.98,21.84,0.15,0.0323769762590258,0.038,1,5
1482,1,51.029,1.357,2.533,0.141,6.85,0.081,15.346,21.678,0.309,0.0982782404830376,0.0353102961918195,1,6
1483,-1,52.293,0.892,3.484,0.078,7.776,0.162,15.318,19.883,0.557,0.0809965739327581,0.0029523882133191,1,2
1484,-1,50.654,1.685,3.265,0.261,6.845,0.148,14.505,22.113,0.442,0.11893299577094,1e-07,1,6
1485,1,49.133,2.121,4.932,0.261,6.132,0.031,13.076,24.049,0.49,0.173555234859684,0.0227045994014242,0,1
1486,1,49.62,1.988,3.617,0.08,7.4,0.113,13.121,22.594,0.279,0.128177376050988,0.0466161459204896,0,1
1487,1,51.381,1.583,2.01,0.044,6.064,0.1,14.297,23.61,0.641,0.0870732853815108,0.011361855508541,1,0
1488,-1,51.054,0.522,3.141,0.928,4.051,0.125,16.969,22.604,0.21955,0.11594679325297,0.0339109409631271,1,5
1489,-1,50.239,1.333,4.126,0.337,6.557,0.06,13.673,22.434,0.396,0.122058212266524,0.00179830747531735,0,4
1490,1,51.246,1.123,2.295,0.066,8.796,0.186,15.595,19.411,0.289,0.0801653418402408,0.0191328877169314,1,2
1491,1,51.112,1.112,3.424,0.076,7.839,0.119,14.64,21.109,0.394,0.101595246869444,0.00929048874716379,1,6
1492,1,52.625,0.906,2.117,0.33,6.539,0.155,16.267,20.133,0.184,0.0557661870115034,0.0282818906419129,1,3
1493,1,48.589,2.14,5.442,0.405,7.824,0.128,13.301,21.4,0.365,0.181625017054983,0.0225737121364766,0,1
1494,1,51.295,1.655,2.51,0.005,5.602,0.097,13.97,24.056,0.551,0.0933865041255992,0.0138165280216459,1,0
1495,-1,48.637,1.764,5.095,0.122,7.522,0.082,13.405,21.922,0.442,0.169263040012904,0.00634696755994358,0,1
1496,-1,50.208,1.48,3.324,0.064,7.26,0.14,14.083,22.287,0.372,0.117425968085562,0.00294054793349575,1,4
1497,1,48.408,1.829,5.643,0.925,6.05,0.072,14.279,21.589,0.304,0.190013863519457,0.00680992284078653,0,4
1498,1,50.319,1.514,3.357,0.298,6.991,0.098,14.053,22.477,0.33,0.119279132218394,0.0266839476994625,1,4
