,TRUE VALUE,SiO2 (wt. %),TiO2 (wt. %),Al2O3 (wt. %),Cr2O3 (wt. %),FeO (wt. %),MnO (wt. %),MgO (wt. %),CaO (wt. %),Na2O  (wt. %),IV (Al),H2O (wt. %),km_clustering_label,ap_clustering_label
550,1,52.047,0.94,3.249,0.463,7.015,0.13,15.601,20.373,0.347,0.0864699157648574,0.00882124013999895,1,3
551,1,47.787,2.345,6.599,0.316,6.795,0.086,13.636,21.605,0.339,0.215780658607042,0.00290007594662038,0,7
552,1,51.125,1.696,2.294,0.034,5.834,0.122,14.328,23.571,0.68,0.0970529549585584,0.0119005641748942,1,0
553,-1,51.19,0.914,3.492,0.408,7.157,0.167,16.293,19.448,0.297,0.103897535870482,0.0106945240936778,1,2
554,1,46.457,3.498,8.084,0.13,6.684,0.119,11.686,23.124,0.499,0.268959142287329,0.0554426283912719,0,7
555,1,50.497,1.643,3.591,0.393,6.453,0.135,14.62,21.977,0.356,0.124025507346812,0.0416294957686883,1,4
556,1,52.143,0.727,2.295,0.436,6.822,0.134,16.083,20.801,0.293,0.0727856723675369,0.0179226274430788,1,3
557,1,51.355,0.967,3.342,0.37,4.978,0.027,15.928,22.248,0.283,0.104412496289355,0.0059375744143022,1,5
558,1,51.991,1.297,1.552,0.022,5.898,0.075,14.306,24.106,0.59,0.0678898058636592,0.0159672139872795,1,0
559,-1,51.371,1.066,3.057,0.104,6.656,0.112,14.841,21.729,0.424,0.0898448850613462,0.00571542849925268,1,6
560,-1,50.768,1.094,3.314,0.077,8.209,0.134,14.248,20.723,0.413,0.0957921459454503,0.00150537051101226,1,6
561,1,47.49222,3.11484,5.28735,0.01414,7.33058,0.07878,12.4533,22.8563,0.43834,0.204518650331653,0.027734648161098,0,7
562,-1,53.513,0.516,2.221,0.441,7.487,0.138,17.773,17.491,0.256,0.0439409340743278,0.00399180349681986,1,2
563,1,51.194,1.695,2.526,0.005,5.751,0.093,14.079,24.201,0.594,0.101518873025249,0.0191606567847353,1,0
564,1,50.758,1.271,3.663,0.194,6.903,0.065,14.292,21.875,0.385,0.109526646394741,0.0101714223717045,1,4
565,1,51.44,1.658,3.346,0.178,7.378,0.121,14.017,22.066,0.359,0.102579890513099,0.0310596284848303,1,6
566,1,49.363,1.446,4.731,0.729,6.193,0.086,14.87,21.886,0.271,0.16332659779566,0.00135099738061656,0,4
567,1,53.795,0.317,2.34,0.301,4.404,0.038,16.741,21.934,0.234,0.0447031812441072,0.0345053395123917,1,5
568,1,52.667,0.812,2.26,0.774,7.589,0.14,15.323,20.669,0.276,0.0635597669582924,0.00635253507534704,1,3
569,1,52.191,1.22,2.559,0.316,6.779,0.147,15.136,21.606,0.301,0.0783330433602667,0.0181953698750061,1,3
570,1,47.916,2.659,4.552,0.012,7.444,0.082,12.706,24.237,0.45,0.1979157241296,0.037198344673662,0,1
571,-1,52.31,0.922,2.795,0.161,6.612,0.087,15.428,21.316,0.384,0.0742164086119086,0.00188058298072402,1,3
572,1,50.591,1.253,4.53,0.249,7.155,0.167,14.436,20.813,0.479,0.1244375138985,0.0141136975602933,1,4
573,-1,47.686,2.622,6.154,0.21,6.892,0.083,13.534,22.19,0.453,0.219174560031761,0.0739370369863201,0,7
574,1,52.219,1.896,2.379,0.001,5.681,0.074,13.295,23.722,0.624,0.0678721325290059,0.015867418899859,1,0
575,-1,50.153,0.559,4.655,1.249,4.361,0.06,15.024,23.377,0.21955,0.143003778231287,0.0187705688763517,0,4
576,1,52.002,1.014,2.918,0.257,6.999,0.114,16.638,20.076,0.305,0.0922397038256362,0.00383519975529764,1,3
577,1,49.885,2.353,3.816,0.013,6.114,0.081,13.27,23.828,0.499,0.14146900740429,0.0155712270803949,0,1
578,-1,50.686,1.293,4.128,0.167,7.431,0.092,14.426,21.069,0.385,0.117989305844038,0.00571798879274197,1,6
579,1,50.02,1.229,4.124,0.738,6.604,0.095,14.614,21.441,0.312,0.13290070549757,0.0239711945318433,1,4
580,1,50.406,1.209,4.261,0.967,5.395,0.083,15.475,21.416,0.358,0.136007663680838,0.0027601829294354,1,4
581,1,50.114,1.437,3.022,0.138,7.472,0.131,15.036,21.35,0.336,0.119293283922052,0.0243088857545839,1,6
582,-1,50.685,1.35,3.589,0.001,7.765,0.161,14.186,21.063,0.432,0.105685441567835,0.00279266572637518,1,6
583,-1,51.558,0.474,2.87,0.707,4.561,0.145,17.282,22.383,0.21955,0.107087395747653,0.0116761331147791,1,5
584,1,50.716,1.274,4.07,0.095,7.98,0.065,13.922,20.648,0.714,0.109681620105046,0.0142831370748188,1,6
585,1,52.328,1.156,2.596,0.411,6.59,0.123,14.58,22.075,0.357,0.0718959555535281,0.0273771362628908,1,6
586,1,47.94,2.022,6.179,0.632,6.562,0.107,14.095,21.633,0.4,0.210612247886908,0.00544601479519876,0,1
587,1,51.334,1.125,2.707,0.42,6.8,0.054,16.14,20.862,0.267,0.0992763614473269,0.00399790709313436,1,6
588,1,50.618,2.252,3.074,0.03,6.008,0.08,13.65,23.307,0.624,0.115491794784859,0.0214631753234807,0,0
589,1,48.901,1.619,4.673,0.239,7.364,0.063,13.869,22.062,0.471,0.163830488256216,0.0156430311578407,0,4
590,-1,47.147,2.615,6.773,0.044,6.983,0.093,12.841,22.676,0.451,0.232471821649843,0.0362357320460064,0,7
591,1,49.363,1.903,7.919,0.08,6.565,0.096,12.257,20.559,0.767,0.176324601908295,0.0261039383747423,0,7
592,1,50.154,1.387,4.248,0.736,6.287,0.119,14.678,22.152,0.374,0.143713171323094,0.0392960078493898,0,4
593,1,49.933,1.362,4.456,0.954,5.301,0.046,15.187,21.879,0.282,0.147750535908075,0.0103274410276767,1,4
594,-1,51.232,0.735,3.108,0.581,7.067,0.124,16.409,19.399,0.328,0.0947555488254743,0.00402982067298005,1,2
595,1,47.955,2.171,6.397,0.505,7.019,0.057,12.498,22.474,0.543,0.204354920993509,0.0513320796113462,0,7
596,1,49.081,2.677,4.616,0.023,6.996,0.053,12.985,23.689,0.339,0.174971029864378,0.0353825203054326,0,1
597,-1,49.751,1.451,4.343,0.124,7.276,0.039,14.135,21.58,0.49,0.138686158825386,0.00310871880487033,0,4
598,1,50.055,1.318,3.596,0.42,6.638,0.078,14.047,21.951,0.394,0.115969621428281,0.0276291005050275,0,4
599,1,48.923,2.358,4.068,0.021,6.726,0.092,13.084,23.982,0.43,0.164663484156171,0.0212952900645102,0,1
600,1,48.799,1.77,4.749,0.099,6.35,0.075,13.864,22.012,0.501,0.15716083448164,0.0273790757487762,0,4
601,-1,51.611,1.011,3.481,0.162,6.908,0.192,14.783,20.375,0.354,0.0794388784352551,0.00307223453556317,1,6
602,1,51.527,1.099,3.122,0.871,6.465,0.133,14.374,22.146,0.315,0.0947402114827718,0.021904873844225,1,6
603,1,52.224,0.86,2.324,0.592,5.449,0.093,16.413,21.484,0.204,0.0761057830829941,0.00497772993838616,1,3
604,1,46.847,3.151,5.824,0.146,7.061,0.081,12.261,22.823,0.461,0.222214633094291,0.0575458392101551,0,7
605,-1,52.46,0.847,2.902,0.112,7.158,0.145,15.141,20.672,0.44,0.0655189201375328,0.00689190921913066,1,3
606,1,49.744,2.401,4.352,0.038,7.548,0.028,13.002,22.879,0.502,0.153058700974967,0.0260559720881894,0,1
607,1,51.559,1.131,3.383,0.126,7.348,0.14,15.027,21.117,0.412,0.0983050426693313,0.0109752373751327,1,6
608,1,47.855,2.634,4.732,0.021,6.978,0.06,12.686,23.902,0.483,0.193405807163919,0.0166088870727496,0,1
609,1,50.37072,1.91799,3.32694,0.09898,7.23665,0.06767,13.59258,22.70783,0.37673,0.119303417932727,0.0241184767277856,0,4
610,1,48.812,2.435,5.332,0.132,6.384,0.069,13.035,22.973,0.335,0.17677361542573,0.0593770954241717,0,1
611,1,49.814,1.894,3.578,0.067,7.555,0.119,13.417,22.463,0.347,0.128603252946933,0.0306014507354423,0,4
612,-1,52.717,0.915,1.672,0.177,8.597,0.179,15.291,20.342,0.197,0.0494029958815514,1e-07,1,3
613,1,50.647,1.913,3.836,0.01,6.708,0.123,13.117,23.553,0.42,0.122787183485461,0.0615176836894909,0,1
614,1,52.089,1.064,2.283,0.605,6.788,0.129,14.253,21.453,0.315,0.057629941590426,0.0205578729406116,1,6
615,1,49.384,2.151,3.897,0.137,7.584,0.061,13.238,22.775,0.4,0.147985478961514,0.026968799888405,0,1
616,1,49.772,1.322,4.417,0.46,7.187,0.081,13.827,22.041,0.393,0.140231574160737,0.0164047954866008,0,4
617,-1,51.791,1.078,3.341,0.053,7.666,0.137,14.94,20.396,0.433,0.0847174855049719,0.00289451676922501,1,6
618,-1,51.266,0.334,2.85,1.316,3.532,0.074,17.135,23.56,0.21955,0.119092599967002,0.023544227281886,1,5
619,1,51.918,0.919,2.994,0.818,6.826,0.154,15.631,20.15,0.271,0.0826954293644231,0.00915299532328706,1,3
620,1,49.147,1.75,5.035,0.527,6.566,0.121,14.692,21.357,0.385,0.170716747845277,0.0114529707334274,0,4
621,1,49.631,2.212,4.084,0.035,6.466,0.064,13.074,23.582,0.451,0.145005325934686,0.0318395732380008,0,1
622,-1,50.838,1.285,3.249,0.205,6.988,0.196,15.297,20.966,0.324,0.108126077661362,0.00490197461212976,1,6
623,1,53.387,0.967,0.793,0.004,6.249,0.103,13.89,23.374,0.64,0.0143645967196888,0.00799717912552891,1,0
624,1,51.312,1.054,3.734,0.321,7.04,0.183,15.012,21.08,0.44,0.106927452482221,0.00557842318873953,1,6
625,1,49.434,2.194,3.692,0.013,6.678,0.085,12.911,23.503,0.55,0.138382963519083,0.0226375176304654,0,1
626,1,50.454,2.046,3.31,0.113,5.913,0.096,13.433,23.692,0.608,0.120117732376119,0.0185119887165021,0,0
627,1,50.54,1.07,4.32,0.485,6.199,0.104,14.826,21.904,0.322,0.12891000680338,0.0626536369131574,1,4
628,-1,45.307,2.756,8.712,0.305,6.501,0.095,12.656,21.99,0.754,0.292694655203217,0.0363892806770099,0,7
629,1,51.261,1.525,2.762,0.126,7.385,0.227,14.087,21.465,0.394,0.0848965099314594,0.0311241825875112,1,6
630,1,51.724,1.393,2.799,0.251,6.776,0.108,14.732,21.929,0.298,0.0881917613685661,0.0342642219087917,1,6
631,-1,51.942,0.944,2.738,0.211,6.532,0.08,15.284,21.678,0.288,0.0789931345522594,0.00282087447108604,1,6
632,1,51.941,1.165,2.579,0.719,6.924,0.202,14.684,21.86,0.401,0.0846014057509528,0.0167733535857654,1,6
633,1,51.252,1.207,3.287,0.146,6.846,0.077,15.982,20.749,0.256,0.10640692133472,0.00508135200483579,1,6
634,1,49.924,1.173,4.433,0.321,6.513,0.088,14.769,20.999,0.524,0.132234489487665,0.0165933792416826,1,4
635,1,51.753,0.853,4.401,0.418,5.103,0.038,15.025,22.331,0.222,0.10546699445522,0.0591551325965995,1,4
636,-1,50.856,1.155,3.568,0.217,6.556,0.138,15.01,21.558,0.38,0.110495418706932,1e-07,1,6
637,1,50.281,1.223,4.034,0.698,5.66,0.08,14.87,22.21,0.328,0.131294787274938,0.00430946969356679,1,4
638,1,48.245,2.578,5.295,0.158,6.417,0.063,13.029,23.352,0.476,0.193965258958489,0.0297514104372355,0,1
639,1,53.058,0.529,2.664,0.642,4.585,0.046,16.949,21.739,0.205,0.0718109159123945,0.0372062170956165,1,5
640,1,51.584,0.962,2.567,0.2,6.826,0.185,16.446,20.878,0.287,0.0943933012160532,0.00675834508697696,1,3
641,1,48.644,2.725,4.647,0.001,7.047,0.058,12.82,23.549,0.491,0.180120940787307,0.0167655746866434,0,1
642,1,50.908,0.979,3.676,0.959,5.278,0.042,15.745,22.279,0.243,0.125502501158328,0.00929859337475698,1,4
643,1,50.206,1.876,3.629,0.112,7.216,0.067,13.837,22.677,0.346,0.130878800037866,0.020703203707435,0,4
644,1,48.789,2.431,3.854,0.001,6.537,0.061,13.473,23.679,0.502,0.164873255377041,0.0214871297602257,0,1
645,1,53.457,0.457,2.33,0.299,3.738,0.029,16.441,23.352,0.172,0.0553536324377304,0.0363787023977433,1,5
646,-1,50.1,1.299,5.036,0.136,7.849,0.109,14.344,19.688,0.588,0.132798580053169,0.00718409757384502,0,4
647,-1,50.375,0.961,3.431,0.2,6.751,0.161,15.19,22.469,0.21955,0.122945004843616,0.0220330445295184,1,4
648,-1,51.63,1.406,2.65,0.195,7.6,0.15,14.551,21.805,0.324,0.0897109453037259,0.0188762782087447,1,6
649,-1,45.185,2.85,9.522,0.127,7.037,0.09,12.088,22.085,0.613,0.304745542625984,0.0427639440953969,0,7
650,1,51.232,0.714,2.856,0.328,7.44,0.16,15.71,20.354,0.299,0.0889349065552743,0.00752115655853315,1,6
651,1,47.67,2.369,5.548,0.091,6.835,0.064,12.744,23.59,0.428,0.204700142298206,0.0180055817303364,0,1
652,1,53.055,1.193,0.909,0.005,6.567,0.134,14.449,22.986,0.627,0.034039802940627,0.0058392101551481,1,0
653,1,49.567,1.677,4.67,0.555,5.7,0.091,13.226,23.824,0.63,0.156167962746341,0.0334715702166179,0,1
654,-1,52.933,0.705,2.306,0.344,7.611,0.19,16.328,20.288,0.24,0.0663216958593327,0.0032971260051655,1,3
655,1,48.87,2.74,4.247,0.014,6.403,0.068,12.827,23.623,0.594,0.165296826744202,0.0215151442709952,0,1
656,1,51.357,1.786,2.371,0.001,5.647,0.091,13.17,23.933,0.516,0.0765038780505358,0.0267695230419389,1,0
657,1,49.101,2.025,4.095,0.197,6.139,0.108,13.62,23.349,0.324,0.154365922414475,0.0298272792434507,0,1
658,-1,52.633,0.79,3.326,0.557,7.566,0.124,16.929,18.817,0.314,0.0877438129568022,0.00796482203600763,1,2
659,1,51.47,0.896,2.956,0.42,5.744,0.086,16.094,21.184,0.273,0.0918158613243307,0.00474989339718569,1,3
660,1,48.506,2.348,3.789,0.001,6.347,0.048,13.225,23.645,0.445,0.158792501602828,0.0289711432165593,0,1
661,1,50.357,2.039,3.086,0.024,5.995,0.098,13.593,23.699,0.6,0.118689054470736,0.0266898123033525,0,0
662,1,50.069,1.949,3.156,0.008,6.132,0.068,13.604,23.857,0.578,0.125449740103539,0.0136137854908935,0,0
663,-1,47.684,2.291,6.393,0.485,6.753,0.138,13.477,21.578,0.465,0.213563854386295,0.00300814919291647,0,7
664,1,47.118,2.392,5.97,0.584,7.274,0.108,13.725,21.494,0.38,0.223192442247867,0.00918504936530324,0,7
665,-1,50.821,0.552,3.894,1.464,4.305,0.096,16.68,22.294,0.21955,0.1357307225399,0.0267711836823261,1,5
666,1,51.784,1.057,2.559,0.471,6.05,0.099,16.166,21.505,0.215,0.0906827971762529,0.00343364333568406,1,3
667,1,51.05,1.629,3.33,0.202,7.181,0.088,13.932,22.674,0.347,0.111116602012677,0.0137231731025807,1,6
668,-1,51.807,1.143,3.149,0.112,7.061,0.122,14.827,21.937,0.428,0.0940392717372116,0.0028695102378289,1,6
669,-1,49.521,1.392,5.521,0.115,8.219,0.114,13.876,19.649,0.547,0.146510775663386,0.00526630881472537,0,4
670,1,51.416,1.404,2.865,0.316,7.307,0.183,14.369,22.204,0.393,0.0988275671670931,0.0241184767277856,1,6
671,1,51.491,1.029,2.72,0.391,6.146,0.012,16.161,21.438,0.205,0.095391657811478,0.0034683533145275,1,3
672,-1,51.453,0.966,3.985,0.022,8.304,0.112,14.351,19.852,0.616,0.0922224860757719,0.00505811974125772,1,2
673,-1,51.439,0.505,2.792,0.917,4.334,0.082,17.382,22.035,0.21955,0.105636060763429,0.0232876947951426,1,5
674,-1,49.244,2.012,3.958,0.053,7.812,0.142,13.468,21.8,0.447,0.143511287524026,1e-07,0,1
675,1,49.434,2.483,4.542,0.099,6.967,0.119,12.074,22.721,0.646,0.142399005020573,0.0414933004231312,0,1
676,1,51.576,1.191,2.91,0.334,6.477,0.098,15.455,21.911,0.266,0.0986343917985903,0.00416994153683825,1,6
677,1,51.935,0.916,3.307,0.251,7.095,0.104,15.16,21.383,0.339,0.0912799599593908,0.0478968772096538,1,6
678,1,52.388,0.649,3.287,0.738,4.149,0.036,16.507,21.717,0.201,0.0841376373528986,0.040197461212976,1,5
679,1,49.706,1.347,4.486,0.517,7.904,0.096,14.392,20.767,0.343,0.144444922183365,0.0272844934870986,0,4
680,1,51.18,0.948,2.622,0.526,6.158,0.107,16.567,20.251,0.204,0.0911993037896912,0.00552577965836076,1,3
681,1,50.794,1.235,3.343,0.917,6.326,0.11,14.287,21.968,0.402,0.107632332687473,0.0215661855175104,1,4
682,1,49.813,1.369,3.802,0.631,6.471,0.084,14.628,22.201,0.321,0.138290220913908,0.0484900412585846,0,4
683,1,51.051,1.897,2.405,0.049,5.822,0.066,14.167,23.606,0.446,0.0978830999693039,0.0210243300423131,1,0
684,1,49.148,2.239,3.882,0.082,5.858,0.088,13.486,23.381,0.597,0.149297465618196,0.0271509167842031,0,1
685,1,51.762,1.038,2.506,0.418,6.925,0.101,15.712,20.936,0.195,0.0823259196014343,0.0221149506346968,1,3
686,1,53.79,0.47,1.51,0.26,4.54,0.067,16.54,21.63,0.23,0.0223815097602089,0.035,1,5
687,1,51.489,0.553,4.248,0.559,4.909,0.033,15.416,21.854,0.255,0.10202114277107,0.0486677086112911,1,5
688,1,51.355,1.149,2.928,0.204,6.432,0.077,15.624,21.842,0.332,0.101638922625089,0.00421421549771338,1,6
689,1,51.649,0.914,2.235,0.602,5.596,0.128,16.476,21.839,0.242,0.0908339300241641,0.00317208268338019,1,3
690,-1,50.73,1.121,3.595,0.6,7.238,0.099,15.614,20.03,0.238,0.113505974221725,0.00893276915843912,1,6
691,1,52.107,0.716,2.041,0.331,8.284,0.167,16.694,19.216,0.277,0.0713315491973183,0.00697887444008742,1,2
692,1,49.448,2.274,4.516,0.051,7.381,0.082,13.255,22.968,0.448,0.162658675839293,0.0517160319699107,0,1
693,-1,47.27,2.672,6.096,0.125,6.743,0.146,13.452,22.207,0.423,0.221821991731462,0.044629368437549,0,7
694,1,51.651,0.994,2.57,0.079,8.471,0.192,15.584,19.256,0.314,0.0732793911403893,0.00388776949425751,1,2
695,-1,52.431,0.222,2.399,0.258,3.475,0.095,17.381,23.081,0.21955,0.0751592014860738,0.0273265018278115,1,5
696,1,51.477,0.884,2.427,0.31,5.857,0.104,16.354,21.528,0.23,0.0886578736296413,0.00295190516693763,1,3
697,1,53.256,0.385,2.465,0.835,3.668,0.023,16.459,22.43,0.234,0.0559765471721552,0.0278357365163366,1,5
698,-1,50.11,1.778,3.882,0.635,8.256,0.215,14.275,19.729,0.32,0.12465807779404,1e-07,1,6
699,-1,53.718,0.51,1.531,0.368,7.551,0.12,18.096,17.52,0.173,0.0308785057182288,0.00214243630715395,1,2
700,1,51.343,1.415,3.486,0.407,6.369,0.055,14.92,21.995,0.271,0.108922523112278,0.00781421407302931,1,6
701,1,51.8,0.961,2.817,0.171,6.488,0.111,14.943,22.167,0.358,0.0833601049031503,0.00627644569816643,1,6
702,1,52.246,1.432,1.869,0.037,5.629,0.037,14.184,23.163,0.563,0.0558210499257832,0.00881523272214386,1,0
703,1,47.944,2.516,5.695,0.046,7.447,0.056,12.583,22.796,0.474,0.198862419708241,0.0286235791919024,0,1
704,1,51.269,1.196,3.413,0.431,6.927,0.116,14.59,21.788,0.296,0.102923413597329,0.0115537079652587,1,6
705,-1,51.491,0.767,4.632,0.169,7.548,0.079,15.661,18.618,0.497,0.10171868877104,0.00485771177300257,1,2
706,1,50.899,1.473,3.262,0.158,7.354,0.14,14.296,21.482,0.315,0.101814124699668,0.0339929134129141,1,6
707,1,51.535,0.93,2.591,0.312,6.014,0.014,16.183,21.155,0.162,0.0842763974421965,0.00483209336879165,1,3
708,1,50.497,1.383,4.027,0.1,7.759,0.058,14.248,21.641,0.439,0.126266056718761,0.0130465444287729,1,4
709,1,52.221,1.355,2.29,0.034,7.953,0.15,13.745,22.103,0.363,0.0646001816041248,0.0310977639023153,1,6
710,1,51.033,1.044,3.199,0.359,6.804,0.114,14.913,21.801,0.327,0.102959998754112,0.0164047954866008,1,6
711,-1,50.464,1.202,3.71,0.111,7.708,0.119,14.524,21.0,0.425,0.114099711074469,0.00452515279736718,1,6
712,1,48.741,1.995,5.323,1.122,6.771,0.069,14.63,21.14,0.402,0.19244467670863,0.0135809993955269,0,4
713,1,52.298,1.719,1.152,0.021,7.67,0.15,13.053,22.223,0.956,0.0386402812589139,0.00961661751506603,1,0
714,-1,49.095,1.542,4.769,0.932,7.312,0.151,14.321,21.074,0.356,0.165367691842635,0.00616361071932299,0,4
715,-1,51.099,0.921,4.086,0.346,7.613,0.128,16.102,18.618,0.322,0.10716001658537,0.0186541698894399,1,2
716,1,49.285,1.234,5.071,0.337,6.767,0.093,13.958,21.189,0.342,0.144508405266833,0.0113716502115656,0,4
717,-1,51.496,1.41,2.899,0.116,7.682,0.137,14.419,21.464,0.401,0.0907534361168671,0.0133620887591432,1,6
718,-1,51.568,1.138,2.92,0.045,6.967,0.092,14.895,21.653,0.392,0.0872292227742126,0.00394258690782378,1,6
719,1,49.704,1.609,4.752,0.502,5.986,0.094,15.024,21.819,0.251,0.158258837890606,0.00553596614950635,0,4
720,1,52.283,1.491,1.598,0.036,5.202,0.108,14.474,23.39,0.572,0.0553708200784275,0.0136703916675708,1,0
721,1,48.652,2.031,5.581,0.346,7.318,0.111,13.223,21.693,0.409,0.178183483365871,0.0166272153063102,0,1
722,-1,52.073,0.929,3.477,0.079,7.616,0.134,15.5,19.841,0.477,0.0842766787856726,0.00315669286050104,1,2
723,1,47.334,2.593,6.826,0.119,6.72,0.028,12.54,22.963,0.365,0.225797382531793,0.0422031029619182,0,7
724,1,52.437,0.976,2.925,0.178,7.439,0.115,15.037,21.129,0.341,0.0753898279528293,0.0176387110773571,1,3
725,1,51.345,1.357,3.365,0.249,6.657,0.127,14.816,21.007,0.337,0.0940916338036564,0.0247509464776186,1,6
726,1,48.597,1.907,5.388,0.173,7.898,0.135,13.364,21.395,0.471,0.17553211433896,0.0169252468265162,0,1
727,-1,51.774,1.166,3.057,0.223,6.496,0.144,15.452,21.695,0.321,0.0956476441228045,0.00235578816235063,1,6
728,1,48.688,2.467,5.145,0.04,7.385,0.083,12.766,22.917,0.453,0.180387568541366,0.0291490362012224,0,1
729,-1,48.918,1.742,5.175,0.178,7.712,0.127,13.273,21.683,0.497,0.164085084182299,0.00427832628114716,0,1
730,-1,52.635,0.893,3.213,0.117,7.2,0.175,16.058,19.822,0.43,0.0766148140437086,1e-07,1,3
731,1,52.722,0.849,1.681,0.198,8.242,0.241,15.51,19.878,0.258,0.0440279657978406,0.00717374359735729,1,3
732,1,47.825,2.432,4.35,0.001,6.886,0.081,12.915,23.647,0.498,0.183174868796006,0.0371167693563952,0,1
733,-1,50.416,1.866,3.838,0.012,7.707,0.175,14.058,21.784,0.402,0.129888687893791,0.00153663425135476,0,4
734,1,51.56,0.962,2.899,0.415,6.345,0.075,16.102,21.026,0.213,0.0937829754310679,0.00612995573182142,1,3
735,1,51.606,1.87,2.086,0.028,6.492,0.112,13.75,22.828,0.84,0.0777684202238447,0.00834978843441467,1,0
736,1,51.227,1.19,2.493,0.124,8.452,0.123,14.844,21.16,0.305,0.0921243564651488,0.0169399644324523,1,6
737,1,50.721,1.648,2.769,0.023,6.021,0.096,14.08,23.754,0.465,0.107993962729972,0.0326627570336278,1,0
738,-1,51.6735,1.285,3.368,0.114,6.7385,0.1795,14.7435,21.8615,0.3765,0.0972379281582727,1e-07,1,6
739,1,49.197,2.063,3.875,0.001,6.444,0.079,13.404,23.492,0.557,0.149557146580331,0.0268122722004217,0,1
740,-1,52.276,0.908,2.507,0.404,6.152,0.096,16.012,21.157,0.268,0.0746725025213244,0.00275194933070761,1,3
741,-1,51.17,1.487,3.165,0.2,7.218,0.123,14.737,21.623,0.306,0.104715396753582,0.00478812779787821,1,6
742,1,49.854,1.442,4.607,0.275,5.813,0.001,15.026,22.03,0.39,0.148846404613544,0.00659037271851304,0,4
743,1,49.079,1.792,5.312,0.421,7.246,0.147,13.573,21.547,0.42,0.167048984354546,0.0241214990932903,0,4
744,1,50.81,1.801,3.119,0.181,6.575,0.111,13.693,22.439,0.633,0.103309179444083,0.0620812764456982,1,0
745,1,51.214,1.172,3.071,0.383,6.903,0.022,15.935,21.01,0.217,0.107151036179824,0.00371264545133992,1,6
746,1,50.202,2.051,2.779,0.072,6.32,0.079,13.546,23.744,0.538,0.117488738054236,0.0243300423131171,0,0
747,1,51.296,1.857,2.7,0.014,6.124,0.124,13.504,23.717,0.641,0.0955412749112854,0.0256012136871674,1,0
748,-1,50.703,0.969,4.706,0.601,6.327,0.196,15.128,20.015,0.602,0.121728054267402,1e-07,1,6
749,1,48.304,1.747,5.907,0.519,6.77,0.091,14.316,21.664,0.298,0.198413182733698,0.00974861030448851,0,4
750,1,54.029,0.279,1.906,0.337,3.324,0.008,17.235,22.893,0.199,0.0413366766565495,0.0298448519040903,1,5
751,1,51.242,1.153,3.242,0.257,7.094,0.106,16.308,20.441,0.244,0.110583297792786,0.00715998388071731,1,6
752,1,51.219,1.014,3.232,0.185,7.246,0.033,15.979,20.757,0.305,0.106945125736483,0.00651726911375584,1,6
753,1,49.005,1.408,5.657,0.796,6.463,0.085,14.025,22.073,0.422,0.179584598059611,0.073222333069593,0,4
754,1,52.776,0.936,1.405,0.834,3.962,0.059,15.911,23.161,0.37,0.0537326312524458,0.00286585598292227,1,5
755,1,50.017,1.89,3.749,0.182,6.05,0.085,13.738,23.877,0.535,0.140985637441744,0.0235843603320308,0,4
756,1,46.575,3.045,7.504,0.147,6.505,0.09,11.898,22.741,0.426,0.244942417691938,0.0377450274891339,0,7
757,1,48.809,2.467,5.501,0.027,7.375,0.083,12.634,22.853,0.493,0.182855617525668,0.0252958852026737,0,1
758,1,50.336,1.622,4.314,0.416,6.923,0.118,13.819,21.591,0.323,0.126047728186027,0.0213084695599898,0,4
759,1,51.347,0.885,3.128,0.467,5.873,0.109,15.592,21.626,0.325,0.0964531598341447,0.0523020350594398,1,6
760,1,48.297,2.079,5.96,0.397,6.655,0.031,13.964,21.619,0.309,0.195589971021412,0.00608885754583921,0,1
761,-1,51.814,1.034,2.96,0.12,6.364,0.071,14.911,21.581,0.394,0.0771473673008918,0.00423131170662906,1,6
762,-1,52.0,0.492,2.553,0.486,4.936,0.091,17.315,22.03,0.21955,0.0916597353841739,0.0455976727785614,1,5
763,-1,50.659,1.38,3.391,0.064,7.58,0.139,14.175,21.258,0.379,0.102607316635625,0.00567719545690743,1,6
764,1,51.181,1.127,2.923,0.395,6.297,0.103,15.347,21.963,0.309,0.101796194274464,0.025028891214341,1,6
765,1,53.09,0.28,1.63,0.96,3.53,0.03,17.26,21.97,0.34,0.0488854825316376,0.0369,1,5
766,1,52.687,1.36,0.902,0.079,4.98,0.149,15.632,23.251,0.369,0.0483584991130295,0.00566315736449728,1,0
767,-1,51.605,1.035,3.005,0.089,6.938,0.104,14.911,22.007,0.401,0.0923695683449621,0.00342238446859703,1,6
768,1,51.273,1.326,2.539,0.135,7.129,0.135,15.331,21.526,0.272,0.0945419232224971,0.0352507626201332,1,6
769,1,49.436,1.714,5.211,0.365,7.269,0.105,13.6,21.865,0.421,0.16231911082078,0.0143506563957904,0,4
770,1,50.249,1.336,4.806,0.339,6.815,0.122,14.139,21.201,0.362,0.131944747162913,0.0118443410370601,0,4
771,1,49.874,1.676,4.705,0.372,7.201,0.127,14.049,21.721,0.239,0.148296591837562,0.0181630633854704,0,4
772,1,52.306,0.834,1.771,0.507,7.802,0.114,16.638,19.561,0.263,0.0655349453282146,0.0143120200595518,1,2
773,1,51.03,0.872,3.229,0.434,5.98,0.073,15.484,21.481,0.329,0.0993699375576549,0.0317300835169015,1,6
774,-1,50.852,1.361,2.859,0.379,8.477,0.213,14.467,20.479,0.233,0.0964040950044842,1e-07,1,6
